session_id,total_ms,avg_ms_per_song,songs_in_session,session_start_hour,session_end_hour,avg_hour,day_of_week,unique_artists,first_artist,unique_tracks,session_start,session_end,session_duration_minutes,is_weekend,day_of_week_num,cluster
57,439685,219842.5,2,3,3,3.0,Friday,1,BTS,2,2018-05-04 03:55:01+00:00,2018-05-04 03:58:34+00:00,3.55,0,4,3
58,1117185,223437.0,5,13,13,13.0,Friday,1,BTS,5,2018-05-04 13:04:56+00:00,2018-05-04 13:20:12+00:00,15.266666666666667,0,4,0
59,64180,32090.0,2,14,14,14.0,Friday,1,BTS,1,2018-05-04 14:02:24+00:00,2018-05-04 14:16:36+00:00,14.2,0,4,0
60,97635,12204.375,8,0,0,0.0,Saturday,5,BTS,6,2018-05-05 00:02:21+00:00,2018-05-05 00:03:04+00:00,0.7166666666666667,1,5,3
61,457381,57172.625,8,4,4,4.0,Saturday,3,RM,8,2018-05-05 04:19:49+00:00,2018-05-05 04:28:29+00:00,8.666666666666666,1,5,3
62,461787,41980.63636363636,11,14,14,14.0,Saturday,5,BTS,10,2018-05-05 14:52:55+00:00,2018-05-05 14:58:10+00:00,5.25,1,5,0
63,966681,138097.2857142857,7,18,19,18.857142857142858,Saturday,7,TAEYANG,7,2018-05-05 18:57:33+00:00,2018-05-05 19:21:40+00:00,24.116666666666667,1,5,0
64,327322,54553.666666666664,6,17,17,17.0,Sunday,4,BTS,6,2018-05-06 17:25:10+00:00,2018-05-06 17:29:06+00:00,3.933333333333333,1,6,0
65,83426,9269.555555555555,9,3,3,3.0,Monday,6,SF9,8,2018-05-07 03:47:58+00:00,2018-05-07 03:56:11+00:00,8.216666666666667,0,0,3
66,1090209,218041.8,5,13,13,13.0,Monday,4,GOT7,5,2018-05-07 13:20:15+00:00,2018-05-07 13:35:44+00:00,15.483333333333333,0,0,0
67,1253763,139307.0,9,1,2,1.2222222222222223,Tuesday,3,BTS,9,2018-05-08 01:43:45+00:00,2018-05-08 02:03:39+00:00,19.9,0,1,3
68,674639,168659.75,4,3,3,3.0,Tuesday,2,SF9,4,2018-05-08 03:18:55+00:00,2018-05-08 03:27:29+00:00,8.566666666666666,0,1,3
69,149524,149524.0,1,13,13,13.0,Tuesday,1,Agust D,1,2018-05-08 13:29:01+00:00,2018-05-08 13:29:01+00:00,0.0,0,1,0
70,3749744,163032.34782608695,23,22,23,22.565217391304348,Tuesday,8,BTS,22,2018-05-08 22:22:32+00:00,2018-05-08 23:48:28+00:00,85.93333333333334,0,1,2
71,788592,157718.4,5,13,13,13.0,Wednesday,1,BTS,4,2018-05-09 13:13:09+00:00,2018-05-09 13:26:49+00:00,13.666666666666666,0,2,0
72,1353057,112754.75,12,21,22,21.25,Wednesday,4,BTS,11,2018-05-09 21:44:43+00:00,2018-05-09 22:07:30+00:00,22.783333333333335,0,2,0
73,514324,257162.0,2,23,23,23.0,Wednesday,1,BTS,2,2018-05-09 23:21:26+00:00,2018-05-09 23:25:59+00:00,4.55,0,2,0
74,1748473,145706.08333333334,12,1,2,1.1666666666666667,Thursday,2,BTS,11,2018-05-10 01:28:17+00:00,2018-05-10 02:05:28+00:00,37.18333333333333,0,3,3
75,218549,54637.25,4,4,4,4.0,Thursday,4,Smyang Piano,4,2018-05-10 04:14:33+00:00,2018-05-10 04:20:42+00:00,6.15,0,3,3
76,3473,3473.0,1,21,21,21.0,Thursday,1,G-DRAGON,1,2018-05-10 21:06:41+00:00,2018-05-10 21:06:41+00:00,0.0,0,3,0
77,3830995,141888.7037037037,27,23,0,14.481481481481481,Thursday,17,G-DRAGON,26,2018-05-10 23:12:55+00:00,2018-05-11 00:19:49+00:00,66.9,0,3,2
78,2251190,204653.63636363635,11,12,13,12.636363636363637,Friday,1,BTS,10,2018-05-11 12:45:07+00:00,2018-05-11 13:23:53+00:00,38.766666666666666,0,4,0
79,922699,102522.11111111111,9,23,23,23.0,Friday,5,BTS,8,2018-05-11 23:31:53+00:00,2018-05-11 23:46:18+00:00,14.416666666666666,0,4,0
80,688570,172142.5,4,16,16,16.0,Saturday,2,BTS,3,2018-05-12 16:14:07+00:00,2018-05-12 16:38:42+00:00,24.583333333333332,1,5,0
81,914365,182873.0,5,18,18,18.0,Saturday,5,Fall Out Boy,5,2018-05-12 18:42:54+00:00,2018-05-12 18:55:41+00:00,12.783333333333333,1,5,0
82,778592,155718.4,5,20,21,20.6,Saturday,5,Agust D,5,2018-05-12 20:59:03+00:00,2018-05-12 21:06:50+00:00,7.783333333333333,1,5,0
83,1200341,150042.625,8,15,15,15.0,Sunday,8,BTS,8,2018-05-13 15:12:01+00:00,2018-05-13 15:32:20+00:00,20.316666666666666,1,6,0
84,1093643,121515.88888888889,9,17,18,17.444444444444443,Sunday,5,BTS,7,2018-05-13 17:42:54+00:00,2018-05-13 18:11:41+00:00,28.783333333333335,1,6,0
85,2948993,134045.13636363635,22,21,22,21.454545454545453,Sunday,13,BTS,19,2018-05-13 21:32:00+00:00,2018-05-13 22:22:19+00:00,50.31666666666667,1,6,2
86,723216,144643.2,5,13,13,13.0,Monday,5,V,5,2018-05-14 13:17:12+00:00,2018-05-14 13:34:33+00:00,17.35,0,0,0
87,1796606,78113.30434782608,23,19,20,19.82608695652174,Monday,9,RM,9,2018-05-14 19:56:07+00:00,2018-05-14 20:30:33+00:00,34.43333333333333,0,0,2
88,2623406,154318.0,17,21,22,21.705882352941178,Monday,12,TAEYANG,16,2018-05-14 21:53:13+00:00,2018-05-14 22:40:39+00:00,47.43333333333333,0,0,2
89,4708,4708.0,1,3,3,3.0,Tuesday,1,GOT7,1,2018-05-15 03:22:08+00:00,2018-05-15 03:22:08+00:00,0.0,0,1,3
90,953221,119152.625,8,12,13,12.875,Tuesday,7,TAEYANG,7,2018-05-15 12:59:42+00:00,2018-05-15 13:12:50+00:00,13.133333333333333,0,1,0
91,997593,124699.125,8,22,23,22.625,Tuesday,6,G-DRAGON,7,2018-05-15 22:49:00+00:00,2018-05-15 23:23:40+00:00,34.666666666666664,0,1,0
92,811835,162367.0,5,0,0,0.0,Wednesday,5,WINNER,5,2018-05-16 00:05:08+00:00,2018-05-16 00:15:18+00:00,10.166666666666666,0,2,3
93,22939,22939.0,1,13,13,13.0,Wednesday,1,Evol,1,2018-05-16 13:31:19+00:00,2018-05-16 13:31:19+00:00,0.0,0,2,0
94,623472,124694.4,5,14,14,14.0,Wednesday,5,MADTOWN,5,2018-05-16 14:12:41+00:00,2018-05-16 14:27:30+00:00,14.816666666666666,0,2,0
95,2069,2069.0,1,16,16,16.0,Wednesday,1,BTS,1,2018-05-16 16:25:19+00:00,2018-05-16 16:25:19+00:00,0.0,0,2,0
96,705737,235245.66666666666,3,22,22,22.0,Wednesday,1,BTS,3,2018-05-16 22:14:24+00:00,2018-05-16 22:24:27+00:00,10.05,0,2,0
97,461726,92345.2,5,0,0,0.0,Thursday,3,BTS,5,2018-05-17 00:28:30+00:00,2018-05-17 00:36:18+00:00,7.8,0,3,3
98,194420,97210.0,2,4,4,4.0,Thursday,1,TAEYANG,1,2018-05-17 04:13:59+00:00,2018-05-17 04:14:25+00:00,0.43333333333333335,0,3,3
99,445646,111411.5,4,13,13,13.0,Thursday,4,MINO,4,2018-05-17 13:22:06+00:00,2018-05-17 13:29:16+00:00,7.166666666666667,0,3,0
100,873633,174726.6,5,14,14,14.0,Thursday,2,BTS,4,2018-05-17 14:20:46+00:00,2018-05-17 14:36:53+00:00,16.116666666666667,0,3,0
101,181966,181966.0,1,23,23,23.0,Thursday,1,Fall Out Boy,1,2018-05-17 23:21:23+00:00,2018-05-17 23:21:23+00:00,0.0,0,3,0
102,732361,146472.2,5,3,3,3.0,Friday,4,BTS,5,2018-05-18 03:41:04+00:00,2018-05-18 03:53:37+00:00,12.55,0,4,3
103,1107794,110779.4,10,14,14,14.0,Friday,2,ZICO,10,2018-05-18 14:01:14+00:00,2018-05-18 14:22:28+00:00,21.233333333333334,0,4,0
104,538370,59818.88888888889,9,23,23,23.0,Friday,1,BTS,8,2018-05-18 23:48:57+00:00,2018-05-18 23:58:31+00:00,9.566666666666666,0,4,0
105,221865,31695.0,7,3,3,3.0,Saturday,1,BTS,7,2018-05-19 03:46:53+00:00,2018-05-19 03:52:11+00:00,5.3,1,5,3
106,28513,14256.5,2,16,16,16.0,Saturday,1,BTS,1,2018-05-19 16:42:19+00:00,2018-05-19 16:42:34+00:00,0.25,1,5,0
107,5834,5834.0,1,18,18,18.0,Saturday,1,BTS,1,2018-05-19 18:11:58+00:00,2018-05-19 18:11:58+00:00,0.0,1,5,0
108,1346,1346.0,1,19,19,19.0,Saturday,1,BTS,1,2018-05-19 19:07:44+00:00,2018-05-19 19:07:44+00:00,0.0,1,5,0
109,1794877,119658.46666666666,15,14,15,14.733333333333333,Sunday,5,SF9,15,2018-05-20 14:51:40+00:00,2018-05-20 15:19:43+00:00,28.05,1,6,2
110,214256,107128.0,2,20,20,20.0,Sunday,1,BTS,2,2018-05-20 20:34:26+00:00,2018-05-20 20:34:26+00:00,0.0,1,6,0
111,2407457,218859.72727272726,11,21,22,21.636363636363637,Sunday,1,BTS,10,2018-05-20 21:41:44+00:00,2018-05-20 22:26:27+00:00,44.71666666666667,1,6,0
112,1023162,204632.4,5,13,13,13.0,Monday,1,BTS,4,2018-05-21 13:12:03+00:00,2018-05-21 13:30:13+00:00,18.166666666666668,0,0,0
113,260483,130241.5,2,14,14,14.0,Monday,1,BTS,2,2018-05-21 14:30:11+00:00,2018-05-21 14:33:06+00:00,2.9166666666666665,0,0,0
114,1581626,79081.3,20,0,1,0.6,Tuesday,9,BTS,19,2018-05-22 00:41:36+00:00,2018-05-22 01:10:13+00:00,28.616666666666667,0,1,2
115,393774,196887.0,2,3,4,3.5,Tuesday,1,BTS,2,2018-05-22 03:59:54+00:00,2018-05-22 04:03:11+00:00,3.283333333333333,0,1,3
116,1185271,237054.2,5,13,13,13.0,Tuesday,1,BTS,5,2018-05-22 13:08:01+00:00,2018-05-22 13:25:24+00:00,17.383333333333333,0,1,0
117,3800231,152009.24,25,23,0,19.32,Tuesday,8,BTS,20,2018-05-22 23:08:27+00:00,2018-05-23 00:23:35+00:00,75.13333333333334,0,1,2
118,958909,136987.0,7,22,22,22.0,Wednesday,2,BTS,7,2018-05-23 22:23:59+00:00,2018-05-23 22:41:03+00:00,17.066666666666666,0,2,0
119,5247,5247.0,1,4,4,4.0,Thursday,1,BTS,1,2018-05-24 04:26:52+00:00,2018-05-24 04:26:52+00:00,0.0,0,3,3
120,1084547,154935.2857142857,7,13,13,13.0,Thursday,3,TAEYANG,6,2018-05-24 13:02:51+00:00,2018-05-24 13:22:15+00:00,19.4,0,3,0
121,2135867,237318.55555555556,9,14,15,14.88888888888889,Thursday,1,BTS,9,2018-05-24 14:58:36+00:00,2018-05-24 15:32:47+00:00,34.18333333333333,0,3,0
122,1605324,200665.5,8,23,0,14.375,Thursday,1,BTS,8,2018-05-24 23:40:55+00:00,2018-05-25 00:10:54+00:00,29.983333333333334,0,3,0
123,154005,154005.0,1,2,2,2.0,Friday,1,BTS,1,2018-05-25 02:16:37+00:00,2018-05-25 02:16:37+00:00,0.0,0,4,3
124,3250,3250.0,1,12,12,12.0,Friday,1,BTS,1,2018-05-25 12:57:12+00:00,2018-05-25 12:57:12+00:00,0.0,0,4,0
125,120047,120047.0,1,14,14,14.0,Friday,1,BTS,1,2018-05-25 14:19:39+00:00,2018-05-25 14:19:39+00:00,0.0,0,4,0
126,1617523,147047.54545454544,11,22,23,22.636363636363637,Friday,4,BTS,10,2018-05-25 22:49:57+00:00,2018-05-25 23:29:59+00:00,40.03333333333333,0,4,0
127,1949749,114691.11764705883,17,1,2,1.4705882352941178,Sunday,10,TAEYANG,16,2018-05-27 01:34:30+00:00,2018-05-27 02:04:49+00:00,30.316666666666666,1,6,2
128,626727,104454.5,6,16,16,16.0,Sunday,3,MINO,4,2018-05-27 16:35:50+00:00,2018-05-27 16:46:13+00:00,10.383333333333333,1,6,0
129,4795075,199794.79166666666,24,20,21,20.416666666666668,Sunday,16,Fall Out Boy,23,2018-05-27 20:10:32+00:00,2018-05-27 21:31:17+00:00,80.75,1,6,2
130,4289574,171582.96,25,13,15,14.04,Monday,17,EXO,24,2018-05-28 13:46:11+00:00,2018-05-28 15:08:14+00:00,82.05,0,0,2
131,2193817,156701.2142857143,14,18,19,18.5,Monday,4,BTS,13,2018-05-28 18:38:55+00:00,2018-05-28 19:19:31+00:00,40.6,0,0,0
132,451770,150590.0,3,23,23,23.0,Monday,3,5 Zic,3,2018-05-28 23:02:28+00:00,2018-05-28 23:10:47+00:00,8.316666666666666,0,0,0
133,978317,163052.83333333334,6,3,3,3.0,Tuesday,4,BTS,6,2018-05-29 03:03:22+00:00,2018-05-29 03:18:39+00:00,15.283333333333333,0,1,3
134,82637,20659.25,4,22,22,22.0,Tuesday,2,BTS,3,2018-05-29 22:03:40+00:00,2018-05-29 22:03:59+00:00,0.31666666666666665,0,1,0
135,886551,126650.14285714286,7,13,13,13.0,Wednesday,7,BTS,7,2018-05-30 13:19:47+00:00,2018-05-30 13:37:00+00:00,17.216666666666665,0,2,0
136,712375,237458.33333333334,3,20,20,20.0,Thursday,1,BTS,3,2018-05-31 20:31:19+00:00,2018-05-31 20:43:53+00:00,12.566666666666666,0,3,0
137,551993,183997.66666666666,3,2,2,2.0,Friday,3,BTS,3,2018-06-01 02:12:57+00:00,2018-06-01 02:34:03+00:00,21.1,0,4,3
138,860529,143421.5,6,15,16,15.833333333333334,Friday,3,BTS,6,2018-06-01 15:53:23+00:00,2018-06-01 16:24:59+00:00,31.6,0,4,0
139,487605,162535.0,3,8,8,8.0,Sunday,2,BTS,3,2018-06-03 08:45:18+00:00,2018-06-03 08:46:39+00:00,1.35,1,6,3
140,2384725,140277.9411764706,17,2,3,2.5294117647058822,Monday,11,Rixton,15,2018-06-04 02:40:49+00:00,2018-06-04 03:20:50+00:00,40.016666666666666,0,0,2
141,434401,108600.25,4,14,14,14.0,Monday,2,BTS,3,2018-06-04 14:40:51+00:00,2018-06-04 14:40:51+00:00,0.0,0,0,0
142,748664,124777.33333333333,6,6,6,6.0,Tuesday,6,BTS,6,2018-06-05 06:03:37+00:00,2018-06-05 06:15:39+00:00,12.033333333333333,0,1,3
143,2843124,129232.90909090909,22,7,8,7.2272727272727275,Tuesday,19,BTS,20,2018-06-05 07:18:16+00:00,2018-06-05 08:17:10+00:00,58.9,0,1,2
144,875729,145954.83333333334,6,12,13,12.666666666666666,Tuesday,3,BTS,5,2018-06-05 12:52:29+00:00,2018-06-05 13:09:38+00:00,17.15,0,1,0
145,2063768,121398.11764705883,17,6,7,6.411764705882353,Wednesday,13,j-hope,15,2018-06-06 06:24:55+00:00,2018-06-06 07:26:31+00:00,61.6,0,2,2
146,1339803,121800.27272727272,11,12,12,12.0,Wednesday,7,Charlie Puth,10,2018-06-06 12:36:09+00:00,2018-06-06 12:56:27+00:00,20.3,0,2,0
147,8300672,193038.88372093023,43,15,17,16.232558139534884,Wednesday,9,EXO,41,2018-06-06 15:41:21+00:00,2018-06-06 17:59:30+00:00,138.15,0,2,1
148,393785,131261.66666666666,3,3,3,3.0,Thursday,1,BTS,2,2018-06-07 03:03:37+00:00,2018-06-07 03:10:56+00:00,7.316666666666666,0,3,3
149,698281,139656.2,5,13,13,13.0,Friday,1,BTS,4,2018-06-08 13:20:43+00:00,2018-06-08 13:35:53+00:00,15.166666666666666,0,4,0
150,290377,96792.33333333333,3,3,3,3.0,Saturday,2,BTS,2,2018-06-09 03:01:05+00:00,2018-06-09 03:02:34+00:00,1.4833333333333334,1,5,3
151,14279,14279.0,1,3,3,3.0,Sunday,1,Aaron Yan,1,2018-06-10 03:59:21+00:00,2018-06-10 03:59:21+00:00,0.0,1,6,3
152,88189,88189.0,1,6,6,6.0,Sunday,1,Aaron Yan,1,2018-06-10 06:28:26+00:00,2018-06-10 06:28:26+00:00,0.0,1,6,3
153,70054,70054.0,1,4,4,4.0,Monday,1,Aaron Yan,1,2018-06-11 04:06:29+00:00,2018-06-11 04:06:29+00:00,0.0,0,0,3
154,2105231,116957.27777777778,18,13,15,14.055555555555555,Wednesday,12,BTS,16,2018-06-13 13:46:21+00:00,2018-06-13 15:05:41+00:00,79.33333333333333,0,2,2
155,3370731,153215.04545454544,22,6,8,6.909090909090909,Thursday,14,BTS,20,2018-06-14 06:37:07+00:00,2018-06-14 08:17:00+00:00,99.88333333333334,0,3,2
156,150465,150465.0,1,0,0,0.0,Wednesday,1,MINO,1,2018-07-18 00:33:05+00:00,2018-07-18 00:33:05+00:00,0.0,0,2,3
157,4244091,163234.26923076922,26,19,20,19.615384615384617,Wednesday,14,RM,26,2018-07-18 19:28:29+00:00,2018-07-18 20:39:03+00:00,70.56666666666666,0,2,2
158,3035779,151788.95,20,21,22,21.5,Wednesday,11,BTS,17,2018-07-18 21:33:45+00:00,2018-07-18 22:25:24+00:00,51.65,0,2,2
159,2047627,136508.46666666667,15,12,13,12.666666666666666,Thursday,11,ZICO,13,2018-07-19 12:53:27+00:00,2018-07-19 13:27:06+00:00,33.65,0,3,2
160,3170199,186482.29411764705,17,1,2,1.3529411764705883,Sunday,11,BIGBANG,17,2018-07-22 01:19:41+00:00,2018-07-22 02:13:02+00:00,53.35,1,6,2
161,483123,120780.75,4,14,14,14.0,Sunday,3,EXO,3,2018-07-22 14:37:52+00:00,2018-07-22 14:42:18+00:00,4.433333333333334,1,6,0
162,70680,35340.0,2,15,16,15.5,Sunday,1,BTS,1,2018-07-22 15:59:46+00:00,2018-07-22 16:08:24+00:00,8.633333333333333,1,6,0
163,712633,142526.6,5,19,19,19.0,Sunday,1,BTS,4,2018-07-22 19:03:33+00:00,2018-07-22 19:16:33+00:00,13.0,1,6,0
164,9677,9677.0,1,19,19,19.0,Sunday,1,BTS,1,2018-07-22 19:55:19+00:00,2018-07-22 19:55:19+00:00,0.0,1,6,0
165,268360,268360.0,1,0,0,0.0,Monday,1,BTS,1,2018-07-23 00:00:37+00:00,2018-07-23 00:00:37+00:00,0.0,0,0,3
166,1796308,149692.33333333334,12,20,21,20.083333333333332,Monday,12,j-hope,12,2018-07-23 20:31:07+00:00,2018-07-23 21:05:39+00:00,34.53333333333333,0,0,2
